User,exerciseType,rep_count,t (sec),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magnet_x,magnet_y,magnet_z
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
Charles,shoulder,0,0.18798112869262695,0.23,-1.06,-0.12,-114,-467,77,-172.96,656.88,727.72
